hits,misses,false_alarms,correct_negatives,pod,far,csi,frequency_bias,observed_event_rate,forecast_event_rate,model,obs,lead_day,threshold_mm_day,season
5837,2846,4112,34309,0.6722330991592768,0.41330787013770226,0.4561938257131692,1.1458021421167799,0.18433678668478262,0.21121348505434784,gencast,ERA5,7,5,MAM
1687,2615,1702,41100,0.3921431892143189,0.5022130421953379,0.28097934710193206,0.7877731287773129,0.09132982336956522,0.07194718070652174,gencast,ERA5,7,10,MAM
208,1001,274,45621,0.17204301075268819,0.5684647302904564,0.14025623735670936,0.3986765922249793,0.025666610054347828,0.010232676630434782,gencast,ERA5,7,20,MAM
15540,2387,16760,12417,0.8668488871534556,0.5188854489164086,0.4480064577507423,1.8017515479444413,0.38058338994565216,0.6857167119565217,graphcast,ERA5,7,1,MAM
4443,4240,8584,29837,0.5116895082344811,0.6589391264297229,0.25731163491052295,1.5002879189220315,0.18433678668478262,0.276558254076087,graphcast,ERA5,7,5,MAM
950,3352,3565,39237,0.22082752208275222,0.7895902547065338,0.1207575950171603,1.0495118549511855,0.09132982336956522,0.09585173233695653,graphcast,ERA5,7,10,MAM
47,1162,354,45541,0.03887510339123242,0.8827930174563591,0.030070377479206652,0.3316790736145575,0.025666610054347828,0.008513077445652174,graphcast,ERA5,7,20,MAM
16353,1574,10373,18804,0.9121994756512523,0.38812392426850256,0.5778445229681979,1.4908238969152674,0.38058338994565216,0.5673828125,neuralgcm,ERA5,7,1,MAM
5926,2757,5932,32489,0.6824830127836001,0.5002529937594873,0.40547382825863837,1.365657030980076,0.18433678668478262,0.25174082880434784,neuralgcm,ERA5,7,5,MAM
1435,2867,2369,40433,0.3335657833565783,0.6227655099894848,0.21511017838405036,0.8842398884239888,0.09132982336956522,0.08075747282608696,neuralgcm,ERA5,7,10,MAM
82,1127,173,45722,0.06782464846980976,0.6784313725490196,0.059334298118668596,0.2109181141439206,0.025666610054347828,0.005413552989130435,neuralgcm,ERA5,7,20,MAM
